funclen/6.in,[323040, 1910245, 58237735709, 8848637, 227430401, 6264222, 87212, 87212]
funclen/6.in,[319739, 1964887, 58419274556, 8188338, 221609941, 6292643, 105193, 105193]
funclen/6.in,[316199, 1833424, 57689419800, 9442625, 227147672, 6442237, 118184, 118184]
funclen/6.in,[320529, 1910766, 58467419084, 8115876, 220121979, 6141828, 86293, 86293]
funclen/6.in,[326529, 1851294, 58242533538, 8517437, 226341679, 6157390, 84582, 84582]
funclen/7.in,[306849, 1841663, 54403718153, 8091187, 177568689, 6123622, 76753, 76753]
funclen/7.in,[298068, 1822283, 57045018353, 7249104, 175441860, 5421542, 76112, 76112]
funclen/7.in,[306519, 1803663, 52963116513, 8872879, 202585223, 6516223, 103793, 103793]
funclen/7.in,[300318, 1888145, 49942794749, 8460008, 195099612, 7207332, 91983, 91983]
funclen/7.in,[299698, 1831473, 55181677844, 7646955, 176812498, 4744083, 79932, 79932]
funclen/7.in,[302759, 1810263, 52713089249, 9315562, 202132469, 5365481, 102023, 102023]
funclen/7.in,[301319, 1825163, 55280639721, 7859361, 178954228, 5428553, 81572, 81572]
funclen/7.in,[309539, 1809633, 53625908208, 8789627, 184341589, 5479724, 79443, 79443]
funclen/7.in,[303139, 1854574, 51554005247, 8582041, 190072391, 6833442, 83963, 83963]
funclen/7.in,[302639, 1879175, 53911844297, 7867531, 179063432, 6061460, 78612, 78612]
funclen/7.in,[304498, 1853034, 54480610132, 8792167, 179305999, 5571656, 77772, 77772]
funclen/7.in,[307399, 1833023, 52771597310, 8807478, 201960474, 6427121, 88462, 88462]
funclen/7.in,[308019, 1899875, 54760803141, 8413836, 176813559, 5969817, 77363, 77363]
funclen/7.in,[312209, 1875325, 54721635771, 7869211, 178298060, 5215987, 79822, 79822]
funclen/7.in,[323600, 1898745, 55516456532, 8495779, 179128523, 5804143, 91663, 91663]
funclen/8.in,[297339, 1995516, 75710497181, 8750921, 169179593, 4409507, 88272, 88272]
funclen/8.in,[300498, 2039648, 74036605816, 8974198, 170375038, 5910469, 87573, 87573]
funclen/8.in,[302918, 1967786, 72845953623, 11050687, 204138176, 6016013, 133664, 133664]
funclen/8.in,[298328, 2044288, 74828167521, 9841113, 176506494, 5423135, 100983, 100983]
funclen/8.in,[297238, 1985086, 75462989303, 9024519, 174245709, 4423836, 95482, 95482]
funclen/8.in,[300868, 2036108, 74503415980, 8812412, 171133140, 4506639, 89613, 89613]
funclen/8.in,[300888, 1963025, 67379875305, 9667387, 174878987, 5683293, 93903, 93903]
funclen/8.in,[320939, 2039037, 73083764532, 10252634, 188727664, 5060045, 113793, 113793]
funclen/8.in,[301189, 1982965, 74451574839, 8911315, 171044138, 5067905, 94483, 94483]
funclen/8.in,[297098, 2149940, 75022492058, 9616066, 173808096, 4558351, 99543, 99543]
funclen/8.in,[304929, 2134580, 72315356037, 10443109, 200969666, 5446766, 117633, 117633]
funclen/8.in,[315449, 1986206, 74784071915, 9181953, 177389939, 6719923, 88063, 88063]
funclen/8.in,[320839, 1974006, 77306504890, 9113191, 169092601, 4940542, 89903, 89903]
funclen/8.in,[323929, 1979626, 75094010869, 8569046, 171464549, 4065216, 94703, 94703]
funclen/8.in,[330709, 2000046, 74022237173, 9040700, 173484017, 5104446, 90403, 90403]
